"magma30regular",https://www.rei.com/used/shop/search?q=magma%2030%20sleeping%20bag&size=REGULAR%20-%20RIGHT%20ZIP&size=REGULAR%20-%20LEFT%20ZIP&size=REGULAR
"magma30any","https://www.rei.com/used/shop/search?q=magma%2030%20sleeping%20bag"
"altras",https://www.rei.com/used/shop/womens-footwear?brand=Altra&size=6
