8-12",Abutilon 'Dwarf Red' (Abutilon hybrid),https://www.logees.com/abutilon-dwarf-red-abutilon-hybrid.html
12-16",Abutilon 'Kristen's Pink' (Abutilon hybrid) ,https://www.logees.com/abutilon-kristen-s-pink-abutilon-hybrid.html
2-4',Abutilon 'Red Tiger' (Abutilon hybrid) ,https://www.logees.com/abutilon-red-tiger-abutilon-hybrid.html
2-4',Abutilon 'Red Tiger' (Abutilon hybrid) ,https://www.logees.com/abutilon-red-tiger-abutilon-hybrid-1723.html
